,composition,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10
1558,Ge0.500Ti0.200Mn0.100Cd0.200Te,192.96076842424236,208.42484727272722,302.7344643939394,348.5728114141413,330.4046458080807,280.2324670101009,242.45302193434335,235.12963349494947,290.4919166363635,258.78531040404033
1559,Ge0.500Ti0.200Mn0.200Cd0.100Te,218.62798941919186,188.58210257575752,333.98310575757563,357.06472032828276,299.6084106565656,279.4448384646464,225.60486151515147,223.1847068585858,285.2257879393939,259.61621363636357
1560,Ge0.500Ti0.300Mn0.100Cd0.100Te,270.5263017676767,255.5835708080807,321.14134929292925,340.98741441919185,358.3723424747474,310.3795299090909,243.64490504040396,299.3314460606061,296.3016022222222,294.19444241414135
1561,Ge0.500Ti0.100Mn0.100Hf0.300Te,294.3138595959595,280.2884257171716,269.5265945454545,311.32827881313125,332.4317668686868,280.1129455555555,280.8900753939393,253.89748020202015,295.69550542424236,254.35176773737368
1562,Ge0.500Ti0.100Mn0.200Hf0.200Te,277.16549451515147,229.90794460606054,240.8376574444444,318.6887931818181,313.40309490909084,287.6221299595959,243.58635892929286,235.8658934646464,297.8831335858585,226.810578070707
1563,Ge0.500Ti0.100Mn0.300Hf0.100Te,317.1383027777777,271.39082879797974,276.898356060606,355.4726107070706,351.4774239393939,325.4600760303029,317.0798704545454,317.6395794343434,328.1558192424242,301.04725665151506
1564,Ge0.500Ti0.200Mn0.100Hf0.200Te,232.77758380303024,208.26708160606057,222.78536853535348,311.836116111111,307.85857217171707,218.91902122222217,226.35154640404033,199.1541802525252,270.3333244444444,194.92451998989893
1565,Ge0.500Ti0.200Mn0.200Hf0.100Te,281.9851798484848,250.76322878787875,281.7962788383838,345.1125708333332,322.4974337979797,284.37604909090896,254.31624880808073,233.41972106060604,341.90413106060595,245.60201702020197
1566,Ge0.500Ti0.300Mn0.100Hf0.100Te,304.1337264141414,290.950554090909,323.78702833333324,326.8890731818181,341.16162883838376,305.50765325757567,283.72031641414134,293.9414483838383,311.80240010101,292.32096415151506
1567,Ge0.500Ti0.100Mn0.100Al0.300Te,331.33492030303023,300.92478313131306,321.3688074747474,352.5423594444444,416.203039141414,339.4719842424241,305.8457236868686,333.8860059595958,381.5716432828282,314.1701044444444
1568,Ge0.500Ti0.100Mn0.200Al0.200Te,281.5506222323232,241.9823237878787,279.89602257575746,361.9870291818181,366.80128070707065,307.2065845555555,260.2933641414141,263.5346008080807,367.97605101010095,270.90579895959587
1569,Ge0.500Ti0.100Mn0.300Al0.100Te,298.5573655050504,286.22382237373733,262.76789999999994,343.70567540404033,382.84171020202007,296.4566956262625,297.12199853535344,301.4464343434343,393.03084303030295,301.57068112121203
1570,Ge0.500Ti0.200Mn0.100Al0.200Te,255.19772010101005,214.49158547979792,262.30510484848475,336.0579849999999,351.22386583838374,268.2333017272727,245.8080116666666,215.82374318181812,332.17589040404033,223.89439816161612
1571,Ge0.500Ti0.200Mn0.200Al0.100Te,264.26979124242416,205.64521965656562,242.7104277777777,352.6380487373737,342.9815954545454,285.769594040404,235.1706167676767,221.31230540404036,389.5607744949494,255.90530261111104
1572,Ge0.500Ti0.300Mn0.100Al0.100Te,283.5103814141413,304.37678217171714,273.3403256565656,321.43430590909077,369.8777299393939,305.8447484848484,248.968229050505,281.3289661616161,369.8520677777777,271.62364703030295
1573,Ge0.500Ti0.100Mn0.100Ga0.300Te,314.1037764646464,291.47727646464637,321.6164032070707,380.2912212121211,421.8633567676767,325.4747083535353,296.79797093434337,357.1735365656565,395.79341343434334,316.9495228282828
1574,Ge0.500Ti0.100Mn0.200Ga0.200Te,269.40458078282825,245.2058911868686,285.2529851515151,369.7898867525252,377.54926312121205,310.5976445050504,269.6381439898989,299.07651777777767,365.73245540404037,295.0657176868686
1575,Ge0.500Ti0.100Mn0.300Ga0.100Te,287.0835489393939,272.4683376767676,259.5218648383838,351.96525569696956,383.39516660606046,290.565098111111,294.33646851515147,329.4596577272726,373.88380207070696,314.1292894040403
1576,Ge0.500Ti0.200Mn0.100Ga0.200Te,246.9978028686868,214.6803719696969,263.69798551515146,349.9108889898989,347.5594644696969,281.1285677171717,265.8356437474747,244.52724520202014,340.4117377272726,243.94832732323226
1577,Ge0.500Ti0.200Mn0.200Ga0.100Te,245.99748838383834,203.68786822222216,254.48097896969693,370.82264585858576,338.0637938636363,276.02202957575753,230.35604523737368,235.58182193939388,354.0908646969696,264.4639622727272
1578,Ge0.500Ti0.300Mn0.100Ga0.100Te,282.9821060858585,295.23966666666655,291.08767176767674,339.0598054242423,367.15807409090905,311.2451129292929,258.7798237777777,317.5349645959595,343.8198601515151,283.0534927777777
1579,Ge0.500Ti0.100Mn0.100In0.300Te,340.17819151515147,299.3840259090909,333.8872428282827,352.7873314141413,432.4328172727272,336.7054008080807,264.45948633333325,329.9573412121211,399.38506156565654,346.3238597474746
1580,Ge0.500Ti0.100Mn0.200In0.200Te,263.6928607575757,223.58453242424233,266.19442397979793,362.9441735353534,425.158027121212,290.39043704545446,239.02254091919187,271.37499277777766,375.0080852020201,300.2248196717171
1581,Ge0.500Ti0.100Mn0.300In0.100Te,302.2825911616161,256.038910080808,238.36084589898985,366.3531832828282,377.28800227272717,285.5396487070706,274.75538602020197,328.4112913636363,375.9947153030302,329.39487944444437
1582,Ge0.500Ti0.200Mn0.100In0.200Te,233.57532919191914,207.93850543939388,248.40079762626257,345.66477853535343,372.62497810606055,275.82930404040394,240.05212502020197,231.98192332323225,346.57321474747465,261.16848121212115
1583,Ge0.500Ti0.200Mn0.200In0.100Te,238.4277094545454,190.59223718181815,206.94900161616158,373.65764888888884,337.7551805050504,273.7135837878787,215.5574761616161,229.04819782828278,333.1216922222222,278.9794928282828
1584,Ge0.500Ti0.300Mn0.100In0.100Te,275.45242964646457,265.57218449494945,240.4278897474747,339.3440138383838,373.54607055555545,295.095355111111,229.79838032828275,307.3737498989898,343.27014313131303,302.7981236868687
1585,Ge0.500Ti0.100Mn0.100Si0.300Te,364.9047846464646,304.4034853030302,320.4830047979797,383.97775207070697,400.26008277777765,436.61205984848476,297.2412186464646,337.3860445454545,367.9031823232322,308.67217611111107
1586,Ge0.500Ti0.100Mn0.200Si0.200Te,262.946823020202,243.56170398989894,283.4038067171717,371.25576419191907,326.7347615656565,343.33648264646456,247.44589195959588,266.84540429292923,321.71760136363633,264.3602859696969
1587,Ge0.500Ti0.100Mn0.300Si0.100Te,299.87198085858574,267.9351192222221,283.8410315959596,368.2083773636363,359.57907431313123,327.26540288888884,298.1249302626262,309.6385163131313,324.1211587878787,291.4278086060605
1588,Ge0.500Ti0.200Mn0.100Si0.200Te,225.49518479797973,208.5575994444444,274.1803158585858,341.3888056060605,321.023620050505,268.0794703030302,223.370446060606,236.27627430303025,286.748583080808,211.0045303434343
